col0 col1
0.5 0.2875829408189188
0.6 0.421799742759283
0.7 0.47356521846262956
0.8 0.5118733046869414
0.9 0.5009400150283682
1.0 0.5489798565572442
1.1 0.516387295874951
1.2 0.4856103712326385
1.3 0.4669502897546204
1.4 0.45860090432403255
1.5 0.45023581057128187
1.6 0.442059730265515
1.7 0.4341551362064735
1.8 0.42415667185035255
1.9 0.41697088764022144
2.0 0.41012894978258635
2.1 0.40462310780969024
2.2 0.39945243729389174
2.3 0.4065258818567172
2.4 0.41419945591720403
2.5 0.4223622820877388
2.6 0.43104796271915297
2.7 0.44019956134133753
2.8 0.4498043995514568
2.9 0.42913224721342935
3.0 0.43968825396132966
3.1 0.4511012638841482
3.2 0.5586297270136793
3.3 0.9810547921104701
3.4 0.4975890824957967
3.5 0.5120353716674644
3.7 0.5515791416528654
4.0 0.6262485009339404
4.25 0.6874899045128589
4.5 0.7896457846872627
4.75 0.9169367464317263
5.0 1.08308247949799
5.1 1.1739991497456685
5.2 1.2542515431514574
5.3 1.776585279372726
5.4 1.540438763002837
5.5 1.818475601900377
5.7 3.2422900676611226
5.9 3.4645902043595127
6.1 6.9616663738886375
6.3 14.23740091377317
6.5 8.03171466015569
6.7 7.7631635164768955
6.9 9.075911963669498
7.1 10.237983485893267
7.3 13.622788513097966
7.5 20.583281366732404
7.7 25.197655156006743
7.9 22.16692703692545
8.1 17.9299322041195
8.3 17.441192345892482
8.5 19.280438002298332
8.7 19.253138980337432
8.9 15.947379274703104
9.1 15.639110088138068
9.3 15.953556647379354
9.5 16.62300454790431
9.7 17.896993813486613
9.9 19.025680461807823
10.1 19.63796895299579
10.3 20.313032122068194
10.5 21.99720110907434
10.7 23.521155502632975
10.9 25.636810124700325
11.1 31.384758882462062
11.3 39.396728979851574
11.5 37.50710337132833
11.7 32.45506299308148
11.9 32.89488844080529
12.1 34.476511164857946
12.3 36.3427137071077
12.5 38.07805076986231
12.7 39.74153242187834
12.9 39.949967848599
13.1 39.31736027459025
13.3 39.76638727836594
13.5 41.243523020153305
13.7 42.377016337358
13.9 43.22747453117567
14.1 44.96293284973088
14.3 46.39934396110269
14.5 47.84885878121786
14.7 49.23012399446201
14.9 51.01803261094529
15.1 52.97909949162363
15.3 54.86702395775032
15.5 57.90522757839466
16.5 71.48886684445809
17.5 89.46017634075409
18.5 113.82595212906136
19.5 147.3734225410631
20.5 193.69763011580937
21.5 257.5010143717013
22.5 344.3035487761532
23.5 460.72257181123564
24.5 614.1731216346411
25.5 812.5823397235505
26.5 1064.2778273920508
27.5 1379.1606868505537
28.5 1766.0394026770389
29.5 2234.920434745327
30.5 2792.8090220106883
31.0 3107.7574870478043
