col0 col1
0.5 0.2299970263125841
0.6 0.3114489206216109
0.7 0.34839276608840564
0.8 0.3612811367174863
0.9 0.35684964372841743
1.0 0.35584315560917423
1.1 0.33436633381478503
1.2 0.31078797132228825
1.3 0.29242132663765824
1.4 0.27931407872789543
1.5 0.2662092317580169
1.6 0.2534622341863021
1.7 0.2412401403124357
1.8 0.22569642163180906
1.9 0.2148710553447362
2.0 0.2047021175985532
2.1 0.19568184982370257
2.2 0.18728015347051902
2.3 0.1777162711511889
2.4 0.1689355083928254
2.5 0.16080263486905316
2.6 0.15332833529669632
2.7 0.14643448028204598
2.8 0.14008902876282306
2.9 0.12617638372191697
3.0 0.12075845541774656
3.1 0.11552752749817738
3.2 0.11220545528766493
3.3 0.11428313569170637
3.4 0.10218814216377789
3.5 0.11567870236907346
3.7 0.12561410061516093
4.0 0.1614727807696955
4.25 0.2132018041974367
4.5 0.29981055288973774
4.75 0.42243897798791213
5.0 0.5843470633839226
5.1 0.6745238196907178
5.2 0.775344867862773
5.3 0.8944040357297864
5.4 1.013637726287279
5.5 1.1532863532209718
5.7 1.4852649566450966
5.9 1.8534821701008126
6.1 2.327328753424262
6.3 2.9217255297554847
6.5 3.3656481286993447
6.7 3.9618167377008016
6.9 4.641723240832075
7.1 5.376987446381904
7.3 6.202926080580239
7.5 7.138859253131984
7.7 8.088136061554582
7.9 8.96425651001572
8.1 9.865582113365125
8.3 10.866517163153777
8.5 11.941039745061676
8.7 13.02011821847139
8.9 14.077608723945616
9.1 15.209405957208851
9.3 16.375530977955012
9.5 17.568542377610484
9.7 18.78896392682234
9.9 20.025884451142318
10.1 21.266246572624862
10.3 22.518404385802796
10.5 23.79922029679124
10.7 25.08905416737274
10.9 26.39914452241612
11.1 27.778451466491163
11.3 29.205750151162185
11.5 30.486642615597866
11.7 31.730671132121376
11.9 33.07615860769439
12.1 34.53802369544974
12.3 36.121577979760254
12.5 37.727121580327776
12.7 39.364748039814316
12.9 41.01178738446197
13.1 42.68739308361785
13.3 44.412014667392306
13.5 46.20415610659373
13.7 48.04167136774933
13.9 49.91550711311844
14.1 51.87371200716365
14.3 53.87764314661841
14.5 55.95195524647776
14.7 58.095376734265784
14.9 60.325391198221524
15.1 62.638420154712506
15.3 65.04052608714278
15.5 67.57110409786037
16.5 81.98634655075352
17.5 100.60278308188893
18.5 125.4414985073547
19.5 159.3066716702275
20.5 205.81109673424453
21.5 269.67460264081564
22.5 356.43351252424577
23.5 472.72012318372936
24.5 625.9628994220006
25.5 823.8292531907606
26.5 1074.6570990927964
27.5 1388.630189481161
28.5 1774.5666862130602
29.5 2242.4810883557648
30.5 2799.3852587557903
31.0 3113.836576008657
