col0 col1
0.5 0.13124099277155926
0.6 0.18583746021130956
0.7 0.2064075145498171
0.8 0.2144965591191806
0.9 0.21279932934127932
1.0 0.23056550773413148
1.1 0.21858693966232695
1.2 0.20549022380204107
1.3 0.19543997123866708
1.4 0.18841224790251979
1.5 0.18133421309825823
1.6 0.17440624283946077
1.7 0.16771008304261248
1.8 0.15563304232703634
1.9 0.1496541360258232
2.0 0.14398586945564967
2.1 0.13945174709938687
2.2 0.13522614813694
2.3 0.13039136301587975
2.4 0.12598042165787607
2.5 0.12188909804544101
2.6 0.11815714117143802
2.7 0.11473332744907389
2.8 0.1116102782146007
2.9 0.09392900813470913
3.0 0.09125593582438539
3.1 0.08824325619124754
3.2 0.08726755163214373
3.3 0.09249145788610383
3.4 0.08060141074900087
3.5 0.09120397978706057
3.7 0.09927602477455025
4.0 0.12617742295553938
4.25 0.15912845144517695
4.5 0.2213617657602147
4.75 0.3086299863692769
5.0 0.42311664924935755
5.1 0.48682580659489305
5.2 0.5577224369722428
5.3 0.6440818456453927
5.4 0.7253007492628729
5.5 0.8239289169836957
5.7 1.0629026148627745
5.9 1.3178692559245588
6.1 1.6640703181680605
6.3 2.1214946114574897
6.5 2.381213805455557
6.7 2.7855332973349327
6.9 3.25736603038985
7.1 3.765244017370152
7.3 4.350244544842183
7.5 5.035623778900089
7.7 5.713195951995891
7.9 6.286011899187643
8.1 6.867530315808123
8.3 7.544497252824346
8.5 8.28939825589914
8.7 9.025396714256122
8.9 9.72457529489685
9.1 10.498518226749518
9.3 11.303424160763049
9.5 12.132715301442332
9.7 12.986814614347805
9.9 13.858598765017334
10.1 14.734329090203923
10.3 15.625092919487619
10.5 16.550147259785433
10.7 17.48812114972739
10.9 18.45298126091253
11.1 19.50174114863264
11.3 20.610725290403156
11.5 21.557482916917383
11.7 22.46811147438826
11.9 23.501946240637974
12.1 24.626428380352873
12.3 25.844043382418043
12.5 27.088390719856655
12.7 28.37012473623685
12.9 29.663704108744994
13.1 30.990064304490375
13.3 32.37453575396385
13.5 33.83572098506562
13.7 35.34846612746765
13.9 36.90408456593495
14.1 38.553482193590455
14.3 40.25540065060159
14.5 42.035293128169066
14.7 43.89177722246938
14.9 45.843492648591074
15.1 47.886343559392145
15.3 50.0258006093387
15.5 52.304098962102096
16.5 65.56730002762666
17.5 83.2211954201597
18.5 107.2734741903728
19.5 140.5119262997607
20.5 186.53189897076697
21.5 250.03594606846096
22.5 336.54401989381915
23.5 452.6733449505768
24.5 605.8387848751157
25.5 803.8729437352503
26.5 1055.0972503443943
27.5 1369.5050276254995
28.5 1755.9046477288528
29.5 2224.3024450395583
30.5 2781.703512751651
31.0 3096.4065567338926
