col0 col1
0.5 0.16351443597527118
0.6 0.22740050556859379
0.7 0.253606125897607
0.8 0.2641742907486324
0.9 0.2613766900009481
1.0 0.2737534283195695
1.1 0.2584304449660647
1.2 0.24184145386424327
1.3 0.22915205895838398
1.4 0.2203021425082986
1.5 0.21143758543378033
1.6 0.202799269929967
1.7 0.19449013556477807
1.8 0.18310488518161
1.9 0.17568685188725308
2.0 0.16868534131383667
2.1 0.16278099180209665
2.2 0.1572780075798278
2.3 0.15158119484369525
2.4 0.14641121005200874
2.5 0.14165507917764622
2.6 0.1373443603236586
2.7 0.13342028009941725
2.8 0.1298685462346298
2.9 0.11429806155389904
3.0 0.11135879921435957
3.1 0.10827880721950665
3.2 0.11086336345998299
3.3 0.1314506028336289
3.4 0.10111452839862298
3.5 0.11210738911450942
3.7 0.12153676940590902
4.0 0.1519117955634512
4.25 0.19073490647532781
4.5 0.2601123104774732
4.75 0.35743895722027635
5.0 0.48573793207846905
5.1 0.5571925309909245
5.2 0.6360755495466288
5.3 0.7478244887695814
5.4 0.8264928168168688
5.5 0.9427857180064219
5.7 1.252380300423191
5.9 1.536061853895371
6.1 2.0397012389708373
6.3 2.800248325877619
6.5 2.857132722807706
6.7 3.287144875363901
6.9 3.848405082450664
7.1 4.443809875810161
7.3 5.2040754021839035
7.5 6.203449716538377
7.7 7.1094228998436915
7.9 7.624133769982871
8.1 8.104357887679452
8.3 8.824069298625211
8.5 9.701666904618317
8.7 10.501106522072693
8.9 11.140614931619778
9.1 11.969072195839797
9.3 12.852362481223732
9.5 13.773424290799529
9.7 14.74249696827668
9.9 15.722222527332873
10.1 16.685241111796646
10.3 17.6642197259288
10.5 18.713957607504838
10.7 19.768492607359853
10.9 20.87001699115996
11.1 22.190471390389686
11.3 23.654073708355984
11.5 24.577208896192268
11.7 25.341063407851944
11.9 26.432719071601458
12.1 27.662929843594384
12.3 29.001113870003632
12.5 30.358303090036927
12.7 31.746907930111036
12.9 33.088887855999374
13.1 34.427985191498536
13.3 35.8626914616032
13.5 37.40876403150967
13.7 38.98902259146098
13.9 40.59741406422011
14.1 42.32793100193106
14.3 44.09518211215448
14.5 45.93567032089845
14.7 47.84491734794875
14.9 49.85917049367868
15.1 51.9654829970854
15.3 54.15961597760575
15.5 56.529408839774774
16.5 70.08321842272112
17.5 87.97602506030168
18.5 112.22011344798435
19.5 145.6084267754093
20.5 191.74152950199235
21.5 255.326962674838
22.5 341.889276662765
23.5 458.0498336054308
24.5 611.22715738314
25.5 809.2163110795491
26.5 1060.3436208129385
27.5 1374.6466477412741
28.5 1760.9361543582106
29.5 2229.2204368239672
30.5 2786.5061886303606
31.0 3101.15131517179
