col0 col1
0.5 0.439439670137748
0.6 0.5940176188883648
0.7 0.665393929926275
0.8 0.6917215820033646
0.9 0.6816637559141916
1.0 0.6773773551187555
1.1 0.635310252870454
1.2 0.5896949277552244
1.3 0.5555187855430606
1.4 0.5325493888769233
1.5 0.5094446901149852
1.6 0.48686463443187544
1.7 0.4651558660111814
1.8 0.44362059549174804
1.9 0.42427790791228215
2.0 0.4060993505776985
2.1 0.389614609153127
2.2 0.3742270316347329
2.3 0.35753164719995084
2.4 0.342316694973506
2.5 0.3283897177776328
2.6 0.315707443873508
2.7 0.30414158757471177
2.8 0.2936139571613322
2.9 0.2709073003680825
3.0 0.2621731486442246
3.1 0.2540827987875269
3.2 0.259889916191124
3.3 0.30964921920636
3.4 0.23534942734329378
3.5 0.27274715927186083
3.7 0.30267064931690774
4.0 0.3931264757261762
4.25 0.5150502211469967
4.5 0.708029862715496
4.75 0.9717287228445033
5.0 1.3109915179029241
5.1 1.4989421984705529
5.2 1.705247337596139
5.3 1.9927212026537817
5.4 2.1978857444922126
5.5 2.4956005069893483
5.7 3.278904264695406
5.9 3.9927856431003526
6.1 5.248196388609302
6.3 7.12574175715023
6.5 7.251343080614012
6.7 8.287288662636493
6.9 9.633229723670137
7.1 11.04726967023762
7.3 12.850959270731344
7.5 15.225687119811692
7.7 17.349588835187213
7.9 18.485419849189576
8.1 19.513011236849977
8.3 21.108491683499622
8.5 23.069518001565477
8.7 24.811119810187282
8.9 26.130977408367055
9.1 27.88971559720422
9.3 29.754148735531917
9.5 31.68156128210159
9.7 33.69791186800204
9.9 35.70351857114657
10.1 37.63335935443345
10.3 39.56460100249844
10.5 41.630159181700265
10.7 43.66543294093914
10.9 45.77254723683328
11.1 48.372137244199585
11.3 51.27399310817407
11.5 52.79053666798374
11.7 53.85699941255808
11.9 55.67268359583895
12.1 57.791128539202745
12.3 60.12042767623925
12.5 62.43684825487874
12.7 64.75606885408328
12.9 66.88539677145414
13.1 68.91779214298134
13.3 71.11055821027489
13.5 73.47301802341221
13.7 75.81464997243798
13.9 78.13500255391449
14.1 80.62170797414028
14.3 83.09335964713524
14.5 85.61051116013732
14.7 88.16200760487095
14.9 90.82248535832616
15.1 93.55987153659584
15.3 96.34896233782081
15.5 99.37696545430632
16.5 115.61418722890261
17.5 135.69435728118663
18.5 161.6771104026219
19.5 196.4058923376278
20.5 243.5311510543217
21.5 307.80750153662154
22.5 394.80261854197886
23.5 511.176572997053
24.5 664.3821314679097
25.5 861.7927321308506
26.5 1111.7805186913397
27.5 1424.8677217378142
28.5 1809.8879117857198
29.5 2276.868188240445
30.5 2832.8306547164975
31.0 3146.8109297393257
