col0 col1
0.5 0.25556230653660733
0.6 0.34393699253851717
0.7 0.38513869927909755
0.8 0.39929157037065244
0.9 0.3941359041201607
1.0 0.3884010054094619
1.1 0.364460081100017
1.2 0.3381675547090371
1.3 0.3171626372598371
1.4 0.30159567884378613
1.5 0.2861564851648741
1.6 0.2712328620376991
1.7 0.2570039478066746
1.8 0.24019038280469077
1.9 0.22769025499534018
2.0 0.21599992878741434
2.1 0.2055586380259668
2.2 0.1958648043782446
2.3 0.18522832017647745
2.4 0.17547023801490183
2.5 0.16644633993577113
2.6 0.1581590261951688
2.7 0.15052263796072152
2.8 0.1434983168741122
2.9 0.13059124210694123
3.0 0.12460497708541313
3.1 0.11888774526429335
3.2 0.1151687694403784
3.3 0.117045474269413
3.4 0.10433500832851426
3.5 0.11405252741672
3.7 0.12074634011961027
4.0 0.14851621887660177
4.25 0.19040878840869138
4.5 0.2619952957162032
4.75 0.3649648091331835
5.0 0.5027396157863487
5.1 0.579854347886947
5.2 0.6663693946165494
5.3 0.7701409598897166
5.4 0.8723626759926184
5.5 0.9940603012448548
5.7 1.2869686271415643
5.9 1.6106650073246573
6.1 2.038184166593958
6.3 2.5841174585719644
6.5 2.9682737780978945
6.7 3.5057289516393846
6.9 4.126111816510833
7.1 4.800810502499056
7.3 5.567350563484281
7.5 6.446634622348183
7.7 7.3393360282841025
7.9 8.156667201396044
8.1 9.001457579637979
8.3 9.95159985330411
8.5 10.980811132226941
8.7 12.01817262106687
8.9 13.03719590651695
9.1 14.137683663796023
9.3 15.27859522971244
9.5 16.452553594216628
9.7 17.66084034306774
9.9 18.891270329000644
10.1 20.130899661671936
10.3 21.38835267108467
10.5 22.681112290130123
10.7 23.988779499057607
10.9 25.322848135810595
11.1 26.73375366825928
11.3 28.1993017327281
11.5 29.518184194231416
11.7 30.803372342742975
11.9 32.197652985027304
12.1 33.7104967358192
12.3 35.346434104031516
12.5 37.00887841788943
12.7 38.70773313280243
12.9 40.41934596475356
13.1 42.162971802586384
13.3 43.959886342492915
13.5 45.828318614176595
13.7 47.74513603669749
13.9 49.70109034072496
14.1 51.74462259430999
14.3 53.83622413323876
14.5 56.00048622530481
14.7 58.23587423247449
14.9 60.55991373549137
15.1 62.96869174145809
15.3 65.46793040685334
15.5 68.0974914701821
16.5 83.01876487124571
17.5 102.1487761504628
18.5 127.49293780916972
19.5 161.84400734680133
20.5 208.80695978213953
21.5 273.09670666851457
22.5 360.2469011124107
23.5 476.88885163110467
24.5 630.4512513369765
25.5 828.5607464987493
26.5 1079.5514072866622
27.5 1393.6504805251827
28.5 1779.679911364674
29.5 2247.657846768686
30.5 2804.5995913865836
31.0 3119.0609699458496
